model,pn_num,error_type,text,gold_context,pred_context,category
mistral,34918,false_negative,burning or gnawing or burning and gnawing,,"['epigastric pain', 'nausea', 'dark brown stool']",complex_phrasing
mistral,34918,false_negative,epigastric discomfort,,"['epigastric pain', 'nausea', 'dark brown stool']",other
mistral,34918,false_negative,awakens at night,,"['epigastric pain', 'nausea', 'dark brown stool']",complex_phrasing
mistral,34986,false_positive,darkening of stool melena,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34986,false_positive,epidural abdominal pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,34986,false_negative,post prandial bloating or fullness with meals,,"['epidural abdominal pain', 'gnawing burning sensation', 'darkening of stool melena']",complex_phrasing
mistral,34986,false_negative,darker bowel movements,,"['epidural abdominal pain', 'gnawing burning sensation', 'darkening of stool melena']",complex_phrasing
mistral,34986,false_negative,nausea,,"['epidural abdominal pain', 'gnawing burning sensation', 'darkening of stool melena']",other
mistral,34986,false_negative,epigastric discomfort,,"['epidural abdominal pain', 'gnawing burning sensation', 'darkening of stool melena']",other
mistral,34986,false_negative,awakens at night,,"['epidural abdominal pain', 'gnawing burning sensation', 'darkening of stool melena']",complex_phrasing
mistral,35092,false_positive,stomach pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35092,false_positive,dark stools,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35092,false_positive,pain occurring at random times,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35092,false_positive,intermittent stomach pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35092,false_positive,pain not worsened by anything,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35092,false_positive,pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,over_generalization
mistral,35092,false_positive,burning sensation in stomach,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35092,false_positive,pain worsening over time,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35092,false_positive,knawing sensation in stomach,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35092,false_negative,post prandial bloating or fullness with meals,,"['stomach pain', 'burning sensation in stomach', 'knawing sensation in stomach', 'nausea', 'dark sto",complex_phrasing
mistral,35092,false_negative,darker bowel movements,,"['stomach pain', 'burning sensation in stomach', 'knawing sensation in stomach', 'nausea', 'dark sto",complex_phrasing
mistral,35092,false_negative,burning or gnawing or burning and gnawing,,"['stomach pain', 'burning sensation in stomach', 'knawing sensation in stomach', 'nausea', 'dark sto",complex_phrasing
mistral,35092,false_negative,epigastric discomfort,,"['stomach pain', 'burning sensation in stomach', 'knawing sensation in stomach', 'nausea', 'dark sto",other
mistral,35092,false_negative,awakens at night,,"['stomach pain', 'burning sensation in stomach', 'knawing sensation in stomach', 'nausea', 'dark sto",complex_phrasing
mistral,35141,false_positive,burning epigastric pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35141,false_positive,darkening of stools,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35141,false_positive,increased fatigue,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35141,false_negative,post prandial bloating or fullness with meals,,"['burning epigastric pain', 'nausea', 'increased fatigue', 'darkening of stools']",complex_phrasing
mistral,35141,false_negative,darker bowel movements,,"['burning epigastric pain', 'nausea', 'increased fatigue', 'darkening of stools']",complex_phrasing
mistral,35141,false_negative,burning or gnawing or burning and gnawing,,"['burning epigastric pain', 'nausea', 'increased fatigue', 'darkening of stools']",complex_phrasing
mistral,35141,false_negative,epigastric discomfort,,"['burning epigastric pain', 'nausea', 'increased fatigue', 'darkening of stools']",other
mistral,35141,false_negative,awakens at night,,"['burning epigastric pain', 'nausea', 'increased fatigue', 'darkening of stools']",complex_phrasing
mistral,35187,false_positive,black tarry stools,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35187,false_positive,not associated with food intake,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,complex_phrasing
mistral,35187,false_positive,denies fever infection changes in weight,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,negation_error
mistral,35187,false_positive,slightly relieved after stopping alcohol intake,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35187,false_positive,burning stomach pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35187,false_positive,burping,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,other
mistral,35187,false_positive,no vomiting,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,negation_error
mistral,35187,false_negative,post prandial bloating or fullness with meals,,"['burning stomach pain', 'black tarry stools', 'nausea', 'burping', 'no vomiting', 'not associated w",complex_phrasing
mistral,35187,false_negative,darker bowel movements,,"['burning stomach pain', 'black tarry stools', 'nausea', 'burping', 'no vomiting', 'not associated w",complex_phrasing
mistral,35187,false_negative,burning or gnawing or burning and gnawing,,"['burning stomach pain', 'black tarry stools', 'nausea', 'burping', 'no vomiting', 'not associated w",complex_phrasing
mistral,35187,false_negative,epigastric discomfort,,"['burning stomach pain', 'black tarry stools', 'nausea', 'burping', 'no vomiting', 'not associated w",other
mistral,35187,false_negative,awakens at night,,"['burning stomach pain', 'black tarry stools', 'nausea', 'burping', 'no vomiting', 'not associated w",complex_phrasing
mistral,35333,false_positive,no pain with urination,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,negation_error
mistral,35333,false_positive,darker stools,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35333,false_positive,burning sensation,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35333,false_positive,worsening,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,other
mistral,35333,false_positive,2 months duration,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35333,false_positive,epigastric pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35333,false_positive,no chills,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,negation_error
mistral,35333,false_positive,no fever,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,negation_error
mistral,35333,false_positive,no vomiting,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,negation_error
mistral,35333,false_positive,no increased urinary frequency,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,negation_error
mistral,35333,false_negative,darker bowel movements,,"['epigastric pain', 'burning sensation', '2 months duration', 'worsening', 'bloating', 'darker stool",complex_phrasing
mistral,35333,false_negative,burning or gnawing or burning and gnawing,,"['epigastric pain', 'burning sensation', '2 months duration', 'worsening', 'bloating', 'darker stool",complex_phrasing
mistral,35333,false_negative,epigastric discomfort,,"['epigastric pain', 'burning sensation', '2 months duration', 'worsening', 'bloating', 'darker stool",other
mistral,35333,false_negative,awakens at night,,"['epigastric pain', 'burning sensation', '2 months duration', 'worsening', 'bloating', 'darker stool",complex_phrasing
mistral,35360,false_positive,worsening pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35360,false_positive,fatigue,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,over_generalization
mistral,35360,false_positive,5 10 pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35360,false_positive,dark stools,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35360,false_positive,intermittent burning pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35360,false_positive,epigastric pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35360,false_positive,tums ineffective,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35360,false_positive,nighttime pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35360,false_negative,darker bowel movements,,"['epigastric pain', 'intermittent burning pain', 'worsening pain', 'nighttime pain', 'fatigue', 'tum",complex_phrasing
mistral,35360,false_negative,burning or gnawing or burning and gnawing,,"['epigastric pain', 'intermittent burning pain', 'worsening pain', 'nighttime pain', 'fatigue', 'tum",complex_phrasing
mistral,35360,false_negative,epigastric discomfort,,"['epigastric pain', 'intermittent burning pain', 'worsening pain', 'nighttime pain', 'fatigue', 'tum",other
mistral,35360,false_negative,awakens at night,,"['epigastric pain', 'intermittent burning pain', 'worsening pain', 'nighttime pain', 'fatigue', 'tum",complex_phrasing
mistral,35441,false_positive,belching,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,other
mistral,35441,false_positive,burning abdominal pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35441,false_positive,anorexia,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,other
mistral,35441,false_positive,intermittent abdominal pain 2 times per week,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35441,false_positive,epigastric pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35441,false_positive,poor sleep due to pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35441,false_negative,darker bowel movements,,"['epigastric pain', 'burning abdominal pain', 'intermittent abdominal pain 2 times per week', 'bloat",complex_phrasing
mistral,35441,false_negative,burning or gnawing or burning and gnawing,,"['epigastric pain', 'burning abdominal pain', 'intermittent abdominal pain 2 times per week', 'bloat",complex_phrasing
mistral,35441,false_negative,epigastric discomfort,,"['epigastric pain', 'burning abdominal pain', 'intermittent abdominal pain 2 times per week', 'bloat",other
mistral,35441,false_negative,awakens at night,,"['epigastric pain', 'burning abdominal pain', 'intermittent abdominal pain 2 times per week', 'bloat",complex_phrasing
mistral,35741,false_positive,none muscle,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35741,false_positive,burning quality pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35741,false_positive,pain frequency twice daily,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35741,false_positive,epigastric pain,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35741,false_positive,pain duration 1 to 2 hours,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35741,false_positive,reduced appetite,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35741,false_positive,tums ineffective for pain relief,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,boundary_mismatch
mistral,35741,false_positive,no diarrhea,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,negation_error
mistral,35741,false_positive,no vomiting,"['Nausea', 'Awakens-at-night', 'Post-prandial-bloating-OR-fullness-with-meals', 'burning-OR-gnawing-",,negation_error
mistral,35741,false_negative,post prandial bloating or fullness with meals,,"['epigastric pain', 'nausea', 'burning quality pain', 'pain frequency twice daily', 'pain duration 1",complex_phrasing
mistral,35741,false_negative,darker bowel movements,,"['epigastric pain', 'nausea', 'burning quality pain', 'pain frequency twice daily', 'pain duration 1",complex_phrasing
mistral,35741,false_negative,burning or gnawing or burning and gnawing,,"['epigastric pain', 'nausea', 'burning quality pain', 'pain frequency twice daily', 'pain duration 1",complex_phrasing
